Nombre,Año de nacimiento,Óscar,Famoso por,Profesión
Scarlett Johansson,1984,Nominado,"Her, Lost in Translation, Los Vengadores, Under the skin","Reparto, Producción, Dirección"
Tilda Swinton,1960,Ganó 1 premio Óscar,"Tenemos que hablar de Kevin, Snowpiercer (Rompenieves), Michael Clayton, Suspiria","Reparto, Producción, Dirección"
Channing Tatum,1980,Nominado,"Infiltrados en clase, Asalto al poder, Infiltrados en la universidad, Foxcatcher","Reparto, Producción, Dirección"
Frances McDormand,1957,Ganó 4 premios Óscar,"Tres anuncios en las afueras, Fargo, Moonrise Kingdom, Casi famosos","Reparto, Producción, Banda sonora"
Jonah Hill,1983,Nominado,"Infiltrados en clase, Infiltrados en la universidad, El lobo de Wall Street, Moneyball: Rompiendo las reglas","Reparto, Producción, Guion"
Veronica Osorio,Desconocido,No tiene galardones ni nominaciones,"¡Ave, César!, The Laundromat. Dinero sucio, Strange Angel, 2018–2019 • 11 episodios, Leticia","Reparto, Guion, Producción"
Adam Driver,1983,Nominado,"Star Wars: El despertar de la Fuerza, Paterson, Star Wars: Los últimos jedi, Historia de un matrimonio","Reparto, Producción, Banda sonora"
Liam Neeson,1952,Nominado,"Kinsey, La lista de Schindler, Infierno blanco, El equipo A","Reparto, Producción, Guion"
Tadanobu Asano,1973,Nominado,"Mongol, Battleship, Thor: Ragnarok, Thor","Reparto, Dirección, Composición"
Ciarán Hinds,1953,Nominado,"Belfast, La mujer de negro, El topo, Harry Potter y las Reliquias de la Muerte: Parte 2","Reparto, Banda sonora"
Issei Ogata,1952,Nominado,"Silencio, Yi yi, Sol, Tony Takitani","Reparto, Banda sonora"
Shin'ya Tsukamoto,1960,Nominado,"Tetsuo, el hombre de hierro, Vital, Tokyo Fist, Rokugatsu no hebi","Reparto, Dirección, Guion"
Yoshi Oida,1933,Nominado,"Silencio, Wasabi: El trato sucio de la mafia, Taxi 2, The Pillow Book","Reparto, Equipos adicionales, Dirección"
Yôsuke Kubozuka,1979,Nominado,"Silencio, Go, Makai tenshô, GTO: Great Teacher Onizuka, 1998 • 12 episodios","Reparto, Dirección, Guion"
Kaoru Endô,Desconocido,No tiene galardones ni nominaciones,"Silencio, Kamen Raidâ Heisei Jenerêshonzu: Dokutâ Pakkuman tai Eguzeido ando Gôsuto wizu Rejendo Raidâ, Yatsuhaka-mura, Karei-naru tsuiseki",Reparto
Ronald Guttman,1952,No tiene galardones ni nominaciones,"La caza del Octubre Rojo, Cruzando el límite, 27 vestidos, La bestia, 1996 • 2 episodios","Reparto, Producción"
Allison Sarofim,1968,No tiene galardones ni nominaciones,"Las crónicas de Narnia: El león, la bruja y el armario, The Nanny Diaries (Diario de una niñera), Lake City, Nina Simone","Reparto, Producción"
Mike Epps,1970,Nominado,"Resident Evil 2: Apocalipsis, Friday After Next, Resacón en Las Vegas, Resident Evil: Extinción","Reparto, Producción, Guion"
Keith David,1956,Ganó 3 premios Primetime Emmy,"Tiana y el sapo, Están vivos, Armageddon, La cosa (El enigma de otro mundo)","Reparto, Producción, Composición"
Ella Joyce,junio,No tiene galardones ni nominaciones,"Hasta el final, Temptation: Confessions of a Marriage Counselor, Bubba Ho-tep, Roc, 1991–1994 • 72 episodios","Reparto, Producción"
Stevens Gaston,Desconocido,No tiene galardones ni nominaciones,"400 Days, Bones, 2015 • 1 episodio, 2014, Young Jeff Ross",Reparto
Nina,1989,Nominado,"Las ventajas de ser un marginado, xXx: Reactivated, Las últimas supervivientes, Vamos de polis","Reparto, Producción, Dirección"
Richard Roundtree,1942,Nominado,"Las noches rojas de Harlem, Speed Racer, Brick, George de la jungla","Reparto, Banda sonora"
Branden Williams,1974,No tiene galardones ni nominaciones,"Halloween: H20. 20 años después, Mean Creek, Mystery Men (Hombres misteriosos), Nunca me han besado","Reparto, Dirección, Guion"
Charlie Talbert,1978,No tiene galardones ni nominaciones,"Megalópolis, 6,1, 7,5, La chica salvaje",Reparto
Dian Bachar,1970,Nominado,"El callejón de las almas perdidas, Baseketball, Héroes fuera de órbita, Orgazmo","Reparto, Guion, Producción"
Tim Colceri,1951,No tiene galardones ni nominaciones,"La chaqueta metálica, Eraser (Eliminador), Hypernauts, 1996 • 2 episodios","Reparto, Dirección, Dirección de casting"
Michael Wiseman,1967,No tiene galardones ni nominaciones,"Depredador 2, El planeta de los simios, Wicker Man, El mentalista, 2009 • 1 episodio",Reparto
Lightfield Lewis,1970,No tiene galardones ni nominaciones,"Jerry Maguire, The Underground Comedy Movie, Good Advice, 1993–1994 • 18 episodios, Matt Youngster","Reparto, Dirección, Guion"
Matt Easton,Desconocido,No tiene galardones ni nominaciones,"Malibu Horror Story, Khloe Kane: The Listing, Localización, 2024","Localización, Reparto, Producción"
Tomi Davis,Desconocido,Nominado,Retreat!,Reparto
Rory J Saper,1996,No tiene galardones ni nominaciones,,"Reparto, Producción, Banda sonora"
Christian Stevens,Desconocido,No tiene galardones ni nominaciones,,Reparto
Christoph Waltz,1956,No tiene galardones ni nominaciones,,"Reparto, Producción, Dirección"
Samuel L. Jackson,1948,No tiene galardones ni nominaciones,,"Reparto, Producción, Equipos adicionales"
Margot Robbie,1990,No tiene galardones ni nominaciones,,"Reparto, Producción, Equipo ejecutivo"
Sidney Ralitsoele,Desconocido,No tiene galardones ni nominaciones,,Reparto
Osy Ikhile,Desconocido,No tiene galardones ni nominaciones,,Reparto
Mens-Sana Tamakloe,Desconocido,No tiene galardones ni nominaciones,,"Especialistas, Reparto, Dirección"
Antony Acheampong,Desconocido,No tiene galardones ni nominaciones,,"Reparto, Producción, Dirección"
Brandon Ratcliff,1998,No tiene galardones ni nominaciones,,Reparto
Sandra Dee Robinson,1967,No tiene galardones ni nominaciones,,Reparto
Jodi Shilling,1979,No tiene galardones ni nominaciones,,"Reparto, Equipos adicionales"
Jane Alderman,Desconocido,Nominado,,"Dirección de casting, Casting, Reparto"
William Zabka,1965,No tiene galardones ni nominaciones,,"Reparto, Producción, Dirección"
Ron Gilbert,Desconocido,No tiene galardones ni nominaciones,,"Reparto, Producción, Casting"
Dian Bachar,1970,No tiene galardones ni nominaciones,,"Reparto, Guion, Producción"
Hunter Mackenzie Austin,Desconocido,No tiene galardones ni nominaciones,,"Reparto, Equipos adicionales"
Alrick Brown,Desconocido,Nominado,,"Dirección, Guion, Producción"
Rodrigo Santoro,1975,No tiene galardones ni nominaciones,,"Reparto, Arte, Producción"
Diego Boneta,1990,No tiene galardones ni nominaciones,,"Reparto, Producción, Banda sonora"
Seu Jorge,1970,No tiene galardones ni nominaciones,,"Music Artist, Música, Reparto"
Kevin de Paula,Desconocido,Nominado,,Reparto
Leonardo Lima Carvalho,Desconocido,No tiene galardones ni nominaciones,,Reparto
Mariana Nunes,Desconocido,No tiene galardones ni nominaciones,,Reparto
Milton Gonçalves,1933,No tiene galardones ni nominaciones,,"Reparto, Dirección"
Seth Michaels,Desconocido,No tiene galardones ni nominaciones,,"Reparto, Producción, Dirección"
André Mattos,1961,No tiene galardones ni nominaciones,,"Reparto, Guion, Producción"
,1928,No tiene galardones ni nominaciones,,Reparto
Michelle Kennedy,Desconocido,Nominado,,Reparto
Zachary Kennedy,Desconocido,Nominado,,Reparto
Renee Kennedy,Desconocido,No tiene galardones ni nominaciones,,Reparto
Dennis Lawrence,Desconocido,Nominado,,Sin datos
Roxanne Edrington,Desconocido,Nominado,,Sin datos
Michael Kennedy,agosto,No tiene galardones ni nominaciones,,Guion
Ashlahn Burks-Staten,Desconocido,Nominado,,Reparto
Leroy Castanon,Desconocido,Nominado,,Reparto
Sharon Shawnessey,Desconocido,No tiene galardones ni nominaciones,,Reparto
Career Day,Desconocido,No tiene galardones ni nominaciones,Sin datos,2023
Ty Paige,Desconocido,No tiene galardones ni nominaciones,,Reparto
Clarence Phillpot,Desconocido,Nominado,,Reparto
Have You Seen Me?,Desconocido,No tiene galardones ni nominaciones,Sin datos,2016
Linda Shing,Desconocido,Nominado,,Reparto
Eddie Daniels,1967,No tiene galardones ni nominaciones,,"Reparto, Dirección de producción, Producción"
Jenni Pulos,1973,No tiene galardones ni nominaciones,,"Producción, Reparto, Equipos adicionales"
Sarah Maria Newman,Desconocido,No tiene galardones ni nominaciones,,"Reparto, Producción, Equipos adicionales"
Stephanie L. Moore,Desconocido,No tiene galardones ni nominaciones,,Reparto
Peter Abbay,1966,No tiene galardones ni nominaciones,,Reparto
Vincent Foster,Desconocido,No tiene galardones ni nominaciones,,"Reparto, Producción"
Cheryl David,Desconocido,No tiene galardones ni nominaciones,,Reparto
Cherish Alexander,Desconocido,Nominado,Sin datos,"Vídeo, 2021"
Patrick Johnson,Desconocido,No tiene galardones ni nominaciones,,"Reparto, Cámara y electricidad, Producción"
Lyliana Wray,2004,No tiene galardones ni nominaciones,,Reparto
Luke Gregory Crosby,1995,No tiene galardones ni nominaciones,,"Reparto, Especialistas, Guion"
Gavin Lewis,octubre,No tiene galardones ni nominaciones,,Reparto
Tetona Jackson,1989,No tiene galardones ni nominaciones,,Reparto
Zayne Emory,1998,No tiene galardones ni nominaciones,,Reparto
Carrie Alexander,agosto,No tiene galardones ni nominaciones,,Reparto
Lillie Jacobs,Desconocido,No tiene galardones ni nominaciones,,"Reparto, Banda sonora"
Zander Faden,Desconocido,Nominado,,"Reparto, Equipos adicionales, Banda sonora"
Jordan Black,1970,No tiene galardones ni nominaciones,,"Reparto, Guion, Producción"
Doug Cox,Desconocido,No tiene galardones ni nominaciones,,"Reparto, Guion, Dirección"
Linda Porter,1933,No tiene galardones ni nominaciones,,Reparto
Monica Horan,1963,No tiene galardones ni nominaciones,,Reparto
Brian Palermo,1966,No tiene galardones ni nominaciones,,"Reparto, Guion, Equipos adicionales"
Katherine VanderLinden,1984,No tiene galardones ni nominaciones,,"Reparto, Equipos adicionales, Producción"
Tara Buck,marzo,No tiene galardones ni nominaciones,,"Reparto, Producción, Equipos adicionales"
John H. Mayer,1942,No tiene galardones ni nominaciones,,"Reparto, Dirección de fotografía y cámara, Edición"
Richard Riehle,1948,No tiene galardones ni nominaciones,,"Reparto, Producción"
Matthew Ashford,1960,No tiene galardones ni nominaciones,,"Reparto, Producción, Guion"
Rob G. Kahn,1965,No tiene galardones ni nominaciones,,Reparto
John Hemphill,Desconocido,No tiene galardones ni nominaciones,,"Reparto, Guion, Dirección"
Christopher Atkins,1961,No tiene galardones ni nominaciones,,"Reparto, Guion, Producción"
Alexis Thorpe,1980,No tiene galardones ni nominaciones,,Reparto
Michael Nicolosi,2020,No tiene galardones ni nominaciones,,"Reparto, Producción"
Lew Temple,1967,No tiene galardones ni nominaciones,,"Reparto, Producción, Banda sonora"
Michael Miller,1931,No tiene galardones ni nominaciones,,"Reparto, Producción"
Tommy Kelly,1925,No tiene galardones ni nominaciones,,Reparto
The Unlikely's,Desconocido,No tiene galardones ni nominaciones,Sin datos,2016
Dev Anand,1923,No tiene galardones ni nominaciones,,"Reparto, Producción, Dirección"
Bob Christo,1938,No tiene galardones ni nominaciones,,Reparto
Roopa Ganguly,1966,No tiene galardones ni nominaciones,,"Reparto, Música, Producción"
Jaaved Jaaferi,1960,No tiene galardones ni nominaciones,,"Reparto, Música, Producción"
Anup Jalota,1953,No tiene galardones ni nominaciones,,"Music Artist, Música, Reparto"
Kader Khan,1937,No tiene galardones ni nominaciones,,"Reparto, Guion, Producción"
Kiran Kumar,1953,No tiene galardones ni nominaciones,,Reparto
Hema Malini,1948,No tiene galardones ni nominaciones,,"Reparto, Producción, Dirección"
Aashif Sheikh,1960,No tiene galardones ni nominaciones,,Reparto
Isabelle Fuhrman,1997,No tiene galardones ni nominaciones,,"Reparto, Producción, Guion"
Clark Sarullo,1982,No tiene galardones ni nominaciones,,"Reparto, Guion, Producción"
Ethan Andrew Casto,Desconocido,No tiene galardones ni nominaciones,,Reparto
Owen Teague,1998,No tiene galardones ni nominaciones,,Reparto
Stacy Keach,1941,No tiene galardones ni nominaciones,,"Reparto, Producción, Dirección"
Joshua Mikel,1984,No tiene galardones ni nominaciones,,"Reparto, Arte, Dirección"
Anthony Reynolds,mayo,No tiene galardones ni nominaciones,,"Reparto, Guion, Producción"
Erin Elizabeth Burns,Desconocido,No tiene galardones ni nominaciones,,Reparto
Paula Patton,1975,No tiene galardones ni nominaciones,,"Reparto, Producción, Equipos adicionales"
Ben Foster,1980,No tiene galardones ni nominaciones,,"Reparto, Producción, Dirección"
Dominic Cooper,1978,No tiene galardones ni nominaciones,,"Reparto, Producción, Banda sonora"
Toby Kebbell,1982,No tiene galardones ni nominaciones,,Reparto
Ben Schnetzer,1990,No tiene galardones ni nominaciones,,Reparto
Robert Kazinsky,1983,No tiene galardones ni nominaciones,,"Reparto, Producción, Banda sonora"
Clancy Brown,1959,No tiene galardones ni nominaciones,,"Reparto, Producción, Banda sonora"
Daniel Wu,1974,No tiene galardones ni nominaciones,,"Reparto, Producción, Dirección"
Ruth Negga,1981,No tiene galardones ni nominaciones,,"Reparto, Producción, Banda sonora"
Nathaniel Peterson,1981,No tiene galardones ni nominaciones,,"Producción, Guion, Dirección"
Rian Jairell,Desconocido,No tiene galardones ni nominaciones,,Reparto
Jaime Perkins,Desconocido,Nominado,,Reparto
Gill Gayle,Desconocido,No tiene galardones ni nominaciones,,"Reparto, Dirección de arte, Diseño de producción"
Sarina Hart,Desconocido,No tiene galardones ni nominaciones,,Reparto
Tony Hernandez,Desconocido,No tiene galardones ni nominaciones,,"Producción, Dirección de producción, Equipos adicionales"
Kent Harper,Desconocido,No tiene galardones ni nominaciones,,"Reparto, Producción, Guion"
Adam Stilwell,Desconocido,No tiene galardones ni nominaciones,,"Dirección, Guion, Producción"
Jasmine John,Desconocido,Nominado,,"Reparto, Dirección de la segunda unidad o asistencia a dirección"
Travis,1979,No tiene galardones ni nominaciones,,"Reparto, Producción"
Tommy Bhata,Desconocido,Nominado,,Reparto
Eduard Mogos,Desconocido,Nominado,,Reparto
Dagudu Muthalu,Desconocido,No tiene galardones ni nominaciones,Sin datos,2016
Justin S Kirkland,Desconocido,No tiene galardones ni nominaciones,,Reparto
"Anyone, Anywhere",Desconocido,No tiene galardones ni nominaciones,Sin datos,2016
Grian,Desconocido,Nominado,,Reparto
Xycron,1996,No tiene galardones ni nominaciones,,"Reparto, Guion, Música"
TheFearRaiser,Desconocido,Nominado,,"Reparto, Dirección, Guion"
Salexbrown,Desconocido,Nominado,,Reparto
Aovu,Desconocido,Nominado,,Reparto
Build,1994,No tiene galardones ni nominaciones,,Reparto
Enchanted Ocelot,Desconocido,Nominado,,Reparto
Magmacuber,Desconocido,Nominado,,Reparto
Mari K.,1992,No tiene galardones ni nominaciones,,"Reparto, Banda sonora"
Antoni Maiovvi,Desconocido,Nominado,,"Composición, Reparto, Edición"
Mr. Manic,Desconocido,Nominado,,Reparto
Angelis Sintesis,Desconocido,Nominado,,Reparto
Sisen,Desconocido,Nominado,,Reparto
Amacabra - The Metempsychosis of Justine S.,Desconocido,No tiene galardones ni nominaciones,Sin datos,2016
Alexandra Hellquist,Desconocido,No tiene galardones ni nominaciones,,"Reparto, Producción, Equipos adicionales"
Shadner Ifrene,Desconocido,No tiene galardones ni nominaciones,,"Reparto, Producción, Guion"
Rick Mallon,Desconocido,No tiene galardones ni nominaciones,,"Reparto, Producción"
Nathan Morgan,Desconocido,No tiene galardones ni nominaciones,,"Edición, Edición, Efectos visuales"
Alessandro Giovannini,Desconocido,Nominado,,"Guion, Dirección, Equipos adicionales"
L'amorte,Desconocido,No tiene galardones ni nominaciones,Sin datos,2016
Chalaki Chanti,1986,No tiene galardones ni nominaciones,,Reparto
Neha Deshpande,Desconocido,No tiene galardones ni nominaciones,,Reparto
Dhanraj,Desconocido,No tiene galardones ni nominaciones,,"Reparto, Música, Dirección"
Nagendra Babu,19??,Nominado,,"Reparto, Producción, Guion"
Tummalapalli Rama Satyanarayana,Desconocido,Nominado,,"Producción, Reparto"
Srinivas,1971,No tiene galardones ni nominaciones,,"Guion, Dirección, Música"
Gehana Vasisth,1993,No tiene galardones ni nominaciones,,"Reparto, Dirección, Producción"
Isabelle Opsitos,Desconocido,Nominado,,"Dirección, Dirección de fotografía y cámara, Producción"
Johnny Hough,Desconocido,Nominado,,Reparto
Bella,1997,No tiene galardones ni nominaciones,,"Reparto, Dirección, Producción"
Tavleen Singh,Desconocido,Nominado,,Reparto
John Bowker,Desconocido,No tiene galardones ni nominaciones,,"Reparto, Guion, Dirección"
Tom Griffith,1945,No tiene galardones ni nominaciones,,"Reparto, Arte, Producción"
Emily Howard,Desconocido,No tiene galardones ni nominaciones,,Reparto
Sarah Hubbird,Desconocido,Nominado,,Reparto
Richard Johnson,1927,No tiene galardones ni nominaciones,,"Reparto, Producción, Guion"
Jackey Neyman Jones,1959,No tiene galardones ni nominaciones,,"Reparto, Arte, Dirección de arte"
Ygal Kaufman,Desconocido,Nominado,,"Reparto, Sonido, Cámara y electricidad"
Christopher Keown,Desconocido,No tiene galardones ni nominaciones,,Reparto
Bryn Kristi,Desconocido,Nominado,,Reparto
Beyond the Wall of Fear,Desconocido,No tiene galardones ni nominaciones,Sin datos,2016
Aaron Mak,Desconocido,No tiene galardones ni nominaciones,,"Reparto, Guion, Cámara y electricidad"
Jonah Neumann,Desconocido,Nominado,,Reparto
Ellen Neumann,Desconocido,Nominado,,Reparto
Cameron Rankin,Desconocido,No tiene galardones ni nominaciones,,"Reparto, Guion, Producción"
Cam McLean,Desconocido,Nominado,,Equipos adicionales
Ann Charles Sutton,Desconocido,No tiene galardones ni nominaciones,,Reparto
When the Phantom Strikes,Desconocido,No tiene galardones ni nominaciones,Sin datos,2016
Inna Pimpiya,Desconocido,Nominado,,Reparto
Nina Redkina,Desconocido,Nominado,,Reparto
Polina Shirokina,Desconocido,Nominado,,"Reparto, Dirección"
Anastasiya Tiunova,Desconocido,Nominado,,"Reparto, Dirección"
Maksim Zhiganov,Desconocido,Nominado,,Reparto
Red Seed,Desconocido,No tiene galardones ni nominaciones,Sin datos,2016
Leon Sheen,Desconocido,No tiene galardones ni nominaciones,,"Reparto, Equipos adicionales, Especialistas"
Darcie Mayo,Desconocido,No tiene galardones ni nominaciones,,"Reparto, Dirección de producción, Equipos adicionales"
Cody Easterbrook,noviembre,No tiene galardones ni nominaciones,,"Reparto, Producción, Equipos adicionales"
Divine Dennis,Desconocido,Nominado,,Reparto
Giorgia Spinelli,Desconocido,Nominado,,Reparto
Quac - Quando un'anatra compare,Desconocido,No tiene galardones ni nominaciones,Sin datos,2016
Ludovic Bonleux,Desconocido,Nominado,,"Dirección, Producción, Guion"
Jean Pierre Esteban,1996,No tiene galardones ni nominaciones,,Reparto
Boris Furlan,Desconocido,Nominado,,Reparto
Philippe Jenner,Desconocido,Nominado,,Reparto
Cathy Otero Charpentier,Desconocido,Nominado,,Reparto
Danae Reynaud,1995,No tiene galardones ni nominaciones,,"Reparto, Producción, Guion"
Olivier Reynaud,Desconocido,Nominado,,"Dirección, Guion"
Wendolyn Trogneux,Desconocido,Nominado,,Reparto
Zach Thrasher,Desconocido,No tiene galardones ni nominaciones,,Reparto
